Amount,Payer,Payer country,Beneficiary,Beneficiary country,Date,Purpose,,,
3770000,SDT TRADE LLP,GB,POLUX MANAGEMENT LP,GB,21/11/2013,1311215076106434 PAYMENT FOR EQUIPMENT CON 154 DD 01.11. 2013,,,
3759947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,10/04/2014,"1404105106617378 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3759942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,06/11/2013,"1311065105508439 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3758947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,29/08/2014,"1408295107603311 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3749647,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,22/10/2014,"1410225105177231 CONTRAKT N30 28.09.2014 /FEE/USD53,5",,,
3747942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,27/08/2013,"1308275106319794 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3732247,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,22/10/2014,"1410225107384543 CONTRAKT N30 28.09.2014 /FEE/USD53,5",,,
3732247,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,07/11/2014,"1411075104603026 CONTRAKT N35 01.10.2014 /FEE/USD53,5",,,
3727897,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,03/11/2014,"1411035106451916 CONTRAKT N35 01.10.2014 /FEE/USD53,5",,,
3720647,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,31/10/2014,"1410315100824457 CONTRAKT N30 28.09.2014 /FEE/USD53,5",,,
3715947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,27/01/2014,"1401275105657971 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3715947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,08/08/2014,"1408085104508226 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3714847,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,31/10/2014,"1410315101921737 CONTRAKT N30 28.09.2014 /FEE/USD53,5",,,
3707942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,08/07/2013,"1307085100307097 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3699947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,27/12/2013,"1312275104776439 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3699947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,25/06/2014,"1406255102375821 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3699942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,16/07/2013,"1307165107513039 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3697447,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,18/12/2014,"1412185100356633 CONTRAKT N47 03.11.2014 /FEE/USD53,5",,,
3695947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,27/05/2014,"1405275100626455 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3666947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,05/03/2014,"1403055102656786 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3649597,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,24/10/2014,"1410245102778957 CONTRAKT N30 28.09.2014 /FEE/USD53,5",,,
3648300,METASTAR INVEST LLP,GB,REDPARK SALES CORP,CA,18/03/2014,1403185070823715 DOGOVOR ZAYMA,,,
3645000,HILUX SERVICES LP,GB,WILLROCK UNITED LLP,GB,03/02/2014,1402035076689587 PAYMENT TO THE CONTRACT N.28 DD.05.01.2 014,,,
3640000,HILUX SERVICES LP,GB,AVROMED COMPANY,UNKNOWN,24/09/2014,1409245025974967 PAYMENT TO THE CONTRACT N 005 DD.04.12. 2013 FOR MEDICAL DEVICES.,,,
3609947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,30/07/2014,"1407305101989845 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3607547,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,03/11/2014,"1411035107240900 CONTRAKT N35 01.10.2014 /FEE/USD53,5",,,
3600000,POLUX MANAGEMENT LP,GB,UPFIELD EXPRESS INC,VG,07/11/2013,1311075028111597 PAYMENT TO THE CONTRACT N 5 DD. 07. 06. 2013 FOR CONSTRUCTION MATERIALS.,,,
3600000,METASTAR INVEST LLP,GB,METASTAR INVEST LLP,GB,18/03/2014,1403175107887043 REPLENISHMENT OF OWN ACCOUNT,,,
3599947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,17/06/2014,"1406175101130065 CONTRACT N 01 29.05.2013 /FEE/USD53,5",,,
3587942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,19/08/2013,"1308195101547646 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3579947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,09/09/2014,"1409095106636480 CONTRAKT N01 29.05.2013 /FEE/USD53,5",,,
3550900,HILUX SERVICES LP,GB,FABERLEX LP,GB,30/09/2014,1409305076547573 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,,,
3550000,RIVERLANE LLP,GB,POLUX MANAGEMENT LP,GB,15/07/2013,1307155070752093 PAYMENT TO THE CONTRACT N 124 DD 31.05. 2013 FOR CONSTRUCTION MATERIALS.,,,
3549947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,08/09/2014,1409085105586214 CONTRAKT N01 29.05.2013,,,
3547447,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,13/05/2014,"1405135102419800 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3545942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,25/11/2013,"1311255100685901 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3542000,SOVER DEVELOPMENT LLP,GB,LCM ALLIANCE LLP,GB,30/08/2012,1208305022201439 PAYMENT UNDER CONTRACT N C-12004 DD ON 13.08.12 FOR CONSTRUCTION MATERIALS,,,
3517178,ZAMANTINI LIMITED,AE,LCM ALLIANCE LLP,GB,06/03/2013,1303065104697042 FOR CONSTRUCTION EQUIPMEN,,,
3510947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,18/07/2014,"1407185103439245 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3509947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,19/06/2014,"1406195102659749 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3501697,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,28/11/2014,"1411285102016707 CONTRAKT N41 23.10.2014 /FEE/USD53,5",,,
3500000,SOVER DEVELOPMENT LLP,GB,LCM ALLIANCE LLP,GB,01/04/2013,1304015073836534 PAYMENT UNDER CONTRACT N C-12004 DD ON 13.08.12 FOR CONSTRUCTION MATERIALS,,,
3500000,BONDWEST LLP,GB,LCM ALLIANCE LLP,GB,05/04/2013,1304055071911580 PAYMENT UNDER CONTRACT NUMBER 029/13LB DD ON 12 MARCH 2013,,,
3500000,HILUX SERVICES LP,GB,POLUX MANAGEMENT LLP,GB,05/09/2013,1309055076526631 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,,,
3500000,HILUX SERVICES LP,GB,POLUX MANAGEMENT LP,GB,05/09/2013,1309055076526631 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,,,
3500000,RIVERLANE LLP,GB,POLUX MANAGEMENT LP,GB,05/09/2013,1309055074309503 PAYMENT TO THE CONTRACT N 124 DD 31.05. 2013 FOR CONSTRUCTION MATERIALS.,,,
3500000,POLUX MANAGEMENT LP,GB,KG COMMERCE LLP,GB,17/09/2013,1309175076130970 PAYMENT TO THE CONTRACT N 4 DD.11.06.20 13,,,
3500000,SDT TRADE LLP,GB,POLUX MANAGEMENT LP,GB,20/11/2013,1311205076933412 PAYMENT FOR EQUIPMENT CON 154 DD 01.11. 2013,,,
3500000,HILUX SERVICES LP,GB,FABERLEX LP,GB,17/06/2014,1406175074983843 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,,,
3500000,HILUX SERVICES LP,GB,FABERLEX LP,GB,18/06/2014,1406185077703735 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,,,
3500000,HILUX SERVICES LP,GB,LUXBORG L.P.,GB,27/08/2014,1408275071860503 PAYMENT TO THE CONTRACT N 991 DD.11.06. 2013,,,
3500000,HILUX SERVICES LP,GB,AVROMED COMPANY LLP,GB,29/12/2014,1412295076479462 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014,,,
3499947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,12/06/2014,"1406125100956198 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3499942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,03/09/2013,"1309035105074364 CONTRACT AZ/01/13 29.05.2012DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3499942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,04/09/2013,"1309045100593999 CONTRACT AZ/01/2013 29.05.2013DANSKE BA NK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3499942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,05/09/2013,"1309055103649051 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3499942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,05/09/2013,"1309055105843355 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3499942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,17/09/2013,"1309175106450130 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3499942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,17/09/2013,"1309175100867090 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3492947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,25/06/2014,1406255108109737 CONTRACT N01 29.05.2013,,,
3491947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,20/05/2014,"1405205103942163 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3491947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,21/05/2014,"1405215101504749 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3489947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,20/05/2014,"1405205107233747 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3489947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,26/08/2014,"1408265102551237 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3465447,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,22/12/2014,"1412225105371577 CONTRAKT N47 03.11.2014 /FEE/USD53,5",,,
3456980,ZAMANTINI LIMITED,AE,LCM ALLIANCE LLP,GB,22/05/2013,"1305225107937439 /RFB/SWF OF 13/05/22FOR 2 PS OF ASP HAL T PLANT MARINITOPTOWER 4000 /FEE/USD20,",,,
3445942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,19/08/2013,"1308195105919106 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3439979,JETFIELD NETWORKS LIMITED,NZ,METASTAR INVEST LLP,GB,19/04/2013,1304195076380165 INV.002596/1 DD 03.04.2013,,,
3435000,FABERLEX LP,GB,HILUX SERVICES LP,GB,01/12/2014,1412015070639164 GROUP PAYMENT,,,
3421947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,18/06/2014,"1406185106487787 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3418363,LCM ALLIANCE LLP,GB,TRADEXPO MANAGEMENT LIMITED,UNKNOWN,05/02/2013,"1302055025043914 CONTRACT NO 04082012 DD 04/08/2012, INV OICE NO 5728 DD 15/08/2012 FOR CONSTRUCTION MATERIALS (N ON-SKIN PASSED HOT ROLLED STEEL COIL)",,,
3412620,ZAMANTINI LIMITED,AE,LCM ALLIANCE LLP,GB,28/02/2013,1302285107621895 FOR CONSTRUCTION EQUIPMEN,,,
3405500,FABERLEX LP,GB,HILUX SERVICES LP,GB,20/10/2014,1410205074075761 GROUP PAYMENT,,,
3400000,POLUX MANAGEMENT LP,GB,RIVARLANE LLP,GB,20/06/2013,1306205073218271 PAYMENT TO THE CONTRACT N 001 DD 06.06. 2013 FOR CONSTRUCTION MATERIALS.,,,
3400000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,14/01/2014,1401145072105604 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
3399942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,24/07/2013,"1307245104699038 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3399942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,12/09/2013,"1309125105605391 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3399942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,12/09/2013,"1309125106702671 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3396947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,15/01/2014,"1401155103525182 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3392942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,19/09/2013,"1309185105931244 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3392942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,19/09/2013,"1309185103322572 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3387942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,07/11/2013,"1311075105636117 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3373942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,18/12/2013,"1312185107723112 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3369947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,13/06/2014,"1406135106435946 CONTRAC N01 29.05.2013 /FEE/USD53,5",,,
3367942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,09/12/2013,"1312095106769666 CONTRACT N01 29.05.2013DANKSE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3348942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,26/11/2013,"1311265103506239 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3334947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,12/12/2014,"1412125107948802 CONTRAKT N47 03.11.2014 /FEE/USD53,5",,,
3331947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,21/08/2014,"1408215107665789 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3330947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,04/03/2014,"1403045105356539 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3326000,LCM ALLIANCE LLP,GB,TRADEXPO MANAGEMENT LIMITED,UNKNOWN,13/02/2013,"1302135022880970 CONTRACT NO 04082012 DD 04/08/2012, INV OICE NO 5728 DD 15/08/2012 FOR CONSTRUCTION MATERIALS (N ON-SKIN PASSED HOT ROLLED STEEL COIL)",,,
3323947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,16/07/2014,"1407165104124891 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3301947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,11/09/2014,"1409115106072528 CONTRAKT N01 29.05.2013 /FEE/USD53,5",,,
3300942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,13/11/2013,"1311135103104864 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3299947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,08/09/2014,"1409085103797206 CONTRAKT N01 29.05.2013 /FEE/USD53,5",,,
3299947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,10/09/2014,"1409105103984046 CONTAKT N01 29.05.2013 /FEE/USD53,5",,,
3297942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,27/09/2013,"1309275103193630 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3297942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,13/12/2013,"1312135101687552 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3292000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,02/06/2014,1406025070883102 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
3276947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,14/05/2014,"1405145104319750 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3266542,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,16/08/2013,"1308165100554241 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3256646,ZAMANTINI LIMITED,AE,LCM ALLIANCE LLP,GB,05/03/2013,1303055104355968 FOR CONSTRUCTION EQUIPMEN,,,
3256646,BAYBURT GROUP CONSTRUCTION LTD,TR,LCM ALLIANCE LLP,GB,18/03/2013,1303185100014983 FOR CONSTRUCTION EQUIP. AND MATERIA,,,
3236947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,07/08/2014,"1408075104593376 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3226947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,21/05/2014,"1405215103881085 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3225942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,10/09/2013,"1309105105162443 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3209542,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,26/07/2013,"1307265107661158 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3206942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,10/10/2013,"1310105107229621 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3200000,HILUX SERVICES LP,GB,BONDWEST LLP,GB,21/05/2014,1405215075244181 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,,,
3200000,HILUX SERVICES LP,GB,LUXBORG L.P.,GB,29/12/2014,1412295076251010 PAYMENT TO THE CONTRACT N 991 DD.11.06. 2013 INVOICE N.217/1 DD.29.12.2014,,,
3178947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,09/01/2014,"1401095102469184 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3177942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,08/11/2013,"1311085107421491 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3156947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,27/12/2013,"1312275106620791 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3153942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,17/10/2013,"1310175103889540 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3149947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,05/09/2014,"1409055102907512 CONTRAKT N01 29.05.2013 /FEE/USD53,5",,,
3140942,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,28/10/2013,"1310285101953584 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3114500,HILUX SERVICES LP,GB,POLUX MANAGEMENT LLP,GB,18/11/2013,1311185071882900 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,,,
3114500,HILUX SERVICES LP,GB,POLUX MANAGEMENT LP,GB,18/11/2013,1311185071882900 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,,,
3100047,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,05/11/2014,"1411055106004326 CONTRAKT N35 01.10.2014 /FEE/USD53,5",,,
3099947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,04/09/2014,"1409045106124046 CONTRAKT N01 29.05.2013 /FEE/USD53,5",,,
3099942,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,17/10/2013,"1310175101695236 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3094939,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,01/10/2014,"1410015103917799 CONTRAKT N18 18.09.2014 /FEE/USD53,5",,,
3076947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,23/12/2013,"1312235104944491 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3060000,HILUX SERVICES LP,GB,BILOXI GLOBAL INC.,GB,11/12/2013,1312115024778600 PAYMENT TO THE CONTRACT N 4282 DD.1 0.1 2.2013 FOR SERVICE.,,,
3060000,HILUX SERVICES LP,GB,GAELIC INT L HOLDINGS LTD.,GB,11/12/2013,1312115026734692 PAYMENT TO THE CONTRACT N. 22092 DD .03 .12.2013 FOR SERVICE.,,,
3059947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,08/05/2014,"1405085100936828 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3051442,BAKTELEKOM MMC,AZ,POLUX MANAGEMENT LP,GB,10/06/2013,"1306105106663972 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA /FEE/USD58,5",,,
3037947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,16/05/2014,"1405165103902311 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3037229,POLUX MANAGEMENT LP,GB,EUROPEAN TOBACCO INC.,VG,08/11/2013,1311085025777375 PAYMENT TO THE CONTRACT N 0972 DD.2 9.1 0.2013,,,
3028921,METASTAR INVEST LLP,GB,INFOCREST LLP,GB,24/10/2012,INVOICE 57 DD 28.07.2012,,,
3021947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,12/06/2014,"1406125103401622 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3017947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,18/03/2014,"1403185104613545 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3014947,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,19/08/2014,"1408195105115043 CONTRACT N01 29.05.2013 /FEE/USD53,5",,,
3001447,BAKTELEKOM MMC,AZ,HILUX SERVICES LP,GB,14/10/2014,"1410145104763598 CONTRAKT N22 22.09.2014 /FEE/USD53,5",,,
3000000,BENTCARD IMPORT LLP,GB,LCM ALLIANCE LLP,GB,01/04/2013,1304015075697726 INVOICE 4646 DD 26.02.13,,,
3000000,GLOBECOM TRADE L.P,GB,LCM ALLIANCE LLP,GB,10/04/2013,1304105071380596 PAYMENT FOR EQUIPMENT CONTR.6 DD 08.04. 2013,,,
3000000,JETFIELD NETWORKS LIMITED,NZ,METASTAR INVEST LLP,GB,15/04/2013,1304155073870219 INV.0546/8733 DD 07.02.2013,,,
3000000,BENTCARD IMPORT LLP,GB,LCM ALLIANCE LLP,GB,29/04/2013,1304295077559384 INVOICE 4646 DD 26.02.13,,,
3000000,SELECTUS SYSTEMS INC.,VG,LCM ALLIANCE LLP,GB,14/05/2013,1305145071975821 INVOICE144 DD 11.12.12,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,29/05/2013,1305295100673974 CON N 184 069 DATE 06.11.06 APP DD 06.1 0.12 CUST DECL 107784260 103230325 104829886 107898334 1 08541816 107541749 103984705,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,30/05/2013,1305305101130630 CON N 184 069 DATE 06.11.06 APP DD 29.1 0.12 CUST DECL 107658677 104041892 106342793 107574037 1 06717756 106638762 106428954,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,31/05/2013,1305315101700376 CON N 184 069 DATE 06.11.06 APP DD 22.1 0.12 CUST DECL 108187021 107605850 109172380 109283315 1 09650519 105329772 101847167,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,03/06/2013,1306035106021406 CON N 184 069 DATE 06.11.06 APP DD 04.1 1.12 CUST DECL 106983994 104401808 107948639 105560643 1 03091588 107490800 105909258,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,04/06/2013,1306045101202728 CON N 184 069 DATE 06.11.06 APP DD 17.0 9.12 CUST DECL 105962839 103322958 103376001 106885352 1 07550521 103001971 103068972,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,06/06/2013,1306065101004516 CON N 184 069 DATE 06.11.06 APP DD 19.0 9.12 CUST DECL 101783831 109834028 109701975 107648446 1 09568648 108065477 101381754,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,11/06/2013,1306115101730613 CON N 184 069 DATE 06.11.06 APP DD 25.0 9.12 CUST DECL 108069708 104526224 102844598 109688501 1 06643935 107466651 103427125,,,
3000000,ELEKTROMASH MMC,AZ,LCM ALLIANCE LLP,GB,12/06/2013,1306125107124271 CONT N 184 069 DATE 06.11.06 APP DD 26. 09.12 CUST DECL 108654255 108491746 106367669 105099657 105396167 103751145 107136571,,,
3000000,POLUX MANAGEMENT LP,GB,RIVERLANE LLP,GB,25/07/2013,1307255077400240 PAYMENT TO THE CONTRACT N 001 DD 06.06. 2013 FOR CONSTRUCTION MATERIALS.,,,
3000000,POLUX MANAGEMENT LP,GB,MOLONEY TRADE LLP,GB,04/11/2013,1311045076419619 PAYMENT TO THE CONTRACT N 003 DD.30.05. 2013 FOR EQUIPMENT.,,,
